id	rock	label_theme
53	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/S3FC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
54	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SABA	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
55	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/P3334	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
56	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CUIL3	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
57	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NBS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
58	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CGCO	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
59	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ABKF	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
60	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NEF	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
61	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/STMA	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
62	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MNG3	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
63	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PO	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
64	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SADHI	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
65	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NCK	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
66	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BRARE	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
67	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/GINH	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
68	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LAIL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
69	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BYR	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
70	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TB	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
71	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LBWL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
72	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CFPI	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
73	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WHFS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
74	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LBD	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
75	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TAYP	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
76	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LAIRG	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
77	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/GARRY	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
78	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PTSL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
79	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SYL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
80	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TNFR	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
81	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WESD	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
82	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CUMN	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
83	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CTGR	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
84	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KNS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
85	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DBGQ	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
86	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/P19	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
87	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/UEXD	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
88	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FLPT	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
89	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CORH	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
90	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ASYC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
91	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/C3B	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
92	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MEST	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
93	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WFS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
94	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SURA	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
95	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/EYL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
96	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PNR	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
97	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MRRT	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
98	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NBWKL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
99	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MUDL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
100	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PBB	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
101	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HENS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
102	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WPA	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
103	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DRGR	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
104	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CMVC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
105	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TFD1	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
106	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SCA	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
107	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CELL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
108	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/P3536	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
109	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/GLFC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
110	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LPIC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
111	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/AR2	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
112	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BWWC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
113	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CEDU	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
114	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HKT	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
115	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TVG	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
116	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LNDB	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
117	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CNEA	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
118	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LZ	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
119	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NWPL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
120	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/UEXAZ	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
121	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SOP	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
122	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LTA	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
123	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SSA	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
124	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BRETL	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
125	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CNAL3	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
126	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LSRL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
127	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PGRC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
128	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LDSP	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
129	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FTNC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
130	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BCMU	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
131	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BTYH	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
132	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BEAL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
133	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/QBR	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
134	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/JYSH	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
135	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PBCO	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
136	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HIRTA	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
137	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SWMC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
138	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CLRG	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
139	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/P18	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
140	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/AGSI	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
141	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LWC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
142	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WLDY	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
143	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CARCO	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
144	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BBEN	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
145	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LJCO	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
146	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LCTI	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
147	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SALA	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
148	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TILLI	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
149	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KNM	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
150	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TCRS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
151	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KILNC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
152	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CHMB	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
153	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CLI	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
154	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DCGB	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
155	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LYC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
156	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CRFJ	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
157	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/GLO	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
158	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DGM	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
159	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WALL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
160	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FENC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
161	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CEU	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
162	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FINC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
163	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SAL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
164	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/OK1T2	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
165	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BLF	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
166	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KCB	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
167	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KHAM	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
168	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WHP	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
169	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MGN	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
170	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RDSG	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
171	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RVAL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
172	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PCM	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
173	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/STS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
174	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DAOF	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
175	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DISH	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
176	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NAVN	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
177	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/N1LC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
178	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BAS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
179	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MSWS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
180	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WBDS	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
181	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MULDI	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
182	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BWTI	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
183	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WRSB	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
184	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DYRC	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
185	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BLRS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
186	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RTDX	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
187	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RTSZ	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
188	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DHMR	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
189	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BKGR	http://data.bgs.ac.uk/id/Lexicon/Theme/SPRFCL
190	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/EWKS	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
191	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BGR	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
192	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PMCM	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
193	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KIPH	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
194	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CTL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
195	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SCBL	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
196	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BOQ	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
197	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CALIM	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
198	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ARST	http://data.bgs.ac.uk/id/Lexicon/Theme/BEDRCK
